File,ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
wals-chapter-143,143F-tou,tou,Toussian,143F,Postverbal Negative Morphemes,None,Prost-1964g[ passim],
wals-chapter-143,143F-tgh,tgh,Tuareg (Ghat),143F,Postverbal Negative Morphemes,None,Nehlil-1909[ 52],
wals-chapter-143,143F-zqs,zqs,Zoque (Soteapan),143F,Postverbal Negative Morphemes,None,Elson-1967[ 281],
wals-chapter-143,143F-all,all,Ala'ala,143F,Postverbal Negative Morphemes,None,Clunn-and-Kolia-1977[ 29];Symonds-1989[ 67],
wals-chapter-143,143F-awe,awe,Arrernte (Western),143F,Postverbal Negative Morphemes,[V-Neg],Strehlow-1944[ 118ff],
wals-chapter-143,143F-bka,bka,Baka (in Sudan),143F,Postverbal Negative Morphemes,VNeg,Santandrea-1976[ 149];Tucker-and-Bryan-1966[ 80],
wals-chapter-143,143F-bid,bid,Bidiya,143F,Postverbal Negative Morphemes,VNeg,"Alio-1986[ 138, 142]",
wals-chapter-143,143F-dms,dms,Dimasa,143F,Postverbal Negative Morphemes,[V-Neg],Dundas-1908[ 13],
wals-chapter-143,143F-dja,dja,Djabugay,143F,Postverbal Negative Morphemes,None,Patz-1991[ passim],
wals-chapter-143,143F-dua,dua,Duala,143F,Postverbal Negative Morphemes,None,Ittmann-1978[ 151],
wals-chapter-143,143F-gal,gal,Galo,143F,Postverbal Negative Morphemes,[V-Neg],Das-Gupta-1963[ 25-26],
wals-chapter-143,143F-ggu,ggu,Gureng Gureng,143F,Postverbal Negative Morphemes,None,Brasch-1975[ 23D],
wals-chapter-143,143F-kpw,kpw,Karen (Pwo),143F,Postverbal Negative Morphemes,VNeg,Kato-2003[ 640],
wals-chapter-143,143F-kmn,kmn,Kuman,143F,Postverbal Negative Morphemes,[V-Neg],"Trefry-1969[ 48, 52]",
wals-chapter-143,143F-kum,kum,Kumauni,143F,Postverbal Negative Morphemes,None,Apte-and-Pattanayak-1967[ 60],
wals-chapter-143,143F-lac,lac,Lacandón,143F,Postverbal Negative Morphemes,None,Bruce-1968[ passim],
wals-chapter-143,143F-lew,lew,Lewo,143F,Postverbal Negative Morphemes,VNeg,Early-1994a[ passim],
wals-chapter-143,143F-lou,lou,Lou,143F,Postverbal Negative Morphemes,VNeg,Stutzman-1997[ 59],
wals-chapter-143,143F-mrh,mrh,Marrithiyel,143F,Postverbal Negative Morphemes,None,Tryon-1974[ 87],
wals-chapter-143,143F-msc,msc,Muisca,143F,Postverbal Negative Morphemes,[V-Neg],Adelaar-2004[ 93],
wals-chapter-143,143F-mur,mur,Mursi,143F,Postverbal Negative Morphemes,None,"Turton-and-Bender-1976[ 554, 557]",
wals-chapter-143,143F-nze,nze,Naga (Zeme),143F,Postverbal Negative Morphemes,VNeg,"Soppitt-1885[ 17, 29]",
wals-chapter-143,143F-ndu,ndu,Ndumu,143F,Postverbal Negative Morphemes,VNeg,"Biton-1969[ 599, 643]",
wals-chapter-143,143F-neh,neh,Nehan,143F,Postverbal Negative Morphemes,None,Todd-1978[ 1209],
wals-chapter-143,143F-nku,nku,Nubian (Kunuz),143F,Postverbal Negative Morphemes,[V-Neg],Abdel-Hafiz-1988[ 181],
wals-chapter-143,143F-pod,pod,Podoko,143F,Postverbal Negative Morphemes,VNeg,Jarvis-1989[ 108],
wals-chapter-143,143F-sgu,sgu,Sangu,143F,Postverbal Negative Morphemes,None,Idiata-1998[ 80-81],
wals-chapter-143,143F-smn,smn,Seminole,143F,Postverbal Negative Morphemes,[V-Neg],Nathan-1977[ 118],
wals-chapter-143,143F-sht,sht,Shatt,143F,Postverbal Negative Morphemes,VNeg,Tucker-and-Bryan-1966[ 241],
wals-chapter-143,143F-she,she,Sherpa,143F,Postverbal Negative Morphemes,None,Schottelndreyer-and-Schottelndreyer-1973[ passim],
wals-chapter-143,143F-sir,sir,Siar,143F,Postverbal Negative Morphemes,None,Ross-2002f[ 420],
wals-chapter-143,143F-sud,sud,Sudest,143F,Postverbal Negative Morphemes,None,Anderson-and-Ross-2002[ 343],
wals-chapter-143,143F-trr,trr,Tairora,143F,Postverbal Negative Morphemes,None,Vincent-1973b[ 566],
wals-chapter-143,143F-tao,tao,Tarao,143F,Postverbal Negative Morphemes,[V-Neg],Singh-2002[ 90-92],
wals-chapter-143,143F-tsg,tsg,Tausug,143F,Postverbal Negative Morphemes,None,Rubino-2006[ 103-105],
wals-chapter-143,143F-tig,tig,Tigrinya,143F,Postverbal Negative Morphemes,[V-Neg],Kogan-1997[ 442],
wals-chapter-143,143F-tbt,tbt,Tobati,143F,Postverbal Negative Morphemes,[V-Neg],Donohue-2002[ 201],
wals-chapter-143,143F-adz,adz,Adzera,143F,Postverbal Negative Morphemes,VNeg,Holzknecht-1986[ 139],
wals-chapter-143,143F-azi,azi,Azari (Iranian),143F,Postverbal Negative Morphemes,[V-Neg],Dehghani-2000[ 109],
wals-chapter-143,143F-bus,bus,Busa,143F,Postverbal Negative Morphemes,VNeg,Wedekind-1972[ 50-52],
wals-chapter-143,143F-cas,cas,Cashibo,143F,Postverbal Negative Morphemes,[V-Neg],Abreu-1914[ passim],
wals-chapter-143,143F-dha,dha,Dhaasanac,143F,Postverbal Negative Morphemes,[V-Neg],"Tosco-2001[ 119, 281]",
wals-chapter-143,143F-djm,djm,Djambarrpuyngu,143F,Postverbal Negative Morphemes,None,Wilkinson-1991[ 356-359];Buchanan-1978[ 154],
wals-chapter-143,143F-gav,gav,Gavião,143F,Postverbal Negative Morphemes,None,Moore-1984[ 101],
wals-chapter-143,143F-gnb,gnb,Gunbalang,143F,Postverbal Negative Morphemes,[V-Neg],"Harris-1969b[ 4, 12-13, 35-37]",
wals-chapter-143,143F-jar,jar,Jarawa (in Nigeria),143F,Postverbal Negative Morphemes,VNeg,Lukas-and-Willms-1961[ 33],
wals-chapter-143,143F-kdz,kdz,Kadazan,143F,Postverbal Negative Morphemes,None,Antonissen-1958[ 37],
wals-chapter-143,143F-kel,kel,Kele,143F,Postverbal Negative Morphemes,VNeg,Ross-2002k[ passim],
wals-chapter-143,143F-ksa,ksa,Keresan (Santa Ana),143F,Postverbal Negative Morphemes,None,Davis-1960[ 100];Davis-1964[ 119],
wals-chapter-143,143F-kir,kir,Kirma,143F,Postverbal Negative Morphemes,None,Prost-1964b[ passim],
wals-chapter-143,143F-mmv,mmv,Mamvu,143F,Postverbal Negative Morphemes,None,Tucker-and-Bryan-1966[ 54],
wals-chapter-143,143F-mek,mek,Mekens,143F,Postverbal Negative Morphemes,VNeg,Galucio-2001[ 92],
wals-chapter-143,143F-mer,mer,Meryam Mir,143F,Postverbal Negative Morphemes,None,Piper-1989[ passim],
wals-chapter-143,143F-mpu,mpu,Mpur,143F,Postverbal Negative Morphemes,VNeg,Ode-2002[ 79],
wals-chapter-143,143F-nax,nax,Naxi,143F,Postverbal Negative Morphemes,None,He-and-Jiang-1985[ passim],
wals-chapter-143,143F-omi,omi,Ömie,143F,Postverbal Negative Morphemes,None,Austing-and-Upia-1975[ passim],
wals-chapter-143,143F-ong,ong,Onge,143F,Postverbal Negative Morphemes,VNeg,Dasgupta-and-Sharma-1982[ 27],
wals-chapter-143,143F-ori,ori,Orig,143F,Postverbal Negative Morphemes,None,Schadeberg-and-Elias-1979[ 52],
wals-chapter-143,143F-pum,pum,Pumi,143F,Postverbal Negative Morphemes,[V-Neg],Lu-1983[ 50],
wals-chapter-143,143F-sta,sta,Santa,143F,Postverbal Negative Morphemes,None,Kim-2003[ 361],
wals-chapter-143,143F-sap,sap,Sapuan,143F,Postverbal Negative Morphemes,None,Jacq-and-Sidwell-1999[ 22],
wals-chapter-143,143F-sia,sia,Siane,143F,Postverbal Negative Morphemes,[V-Neg],Salisbury-1956[ 463],
wals-chapter-143,143F-sgb,sgb,Sougb,143F,Postverbal Negative Morphemes,VNeg,Reesink-2002[ 253],
wals-chapter-143,143F-swt,swt,Swati,143F,Postverbal Negative Morphemes,[V-Neg],Ziervogel-1952[ 101],
wals-chapter-143,143F-thy,thy,Kuuk Thaayorre,143F,Postverbal Negative Morphemes,None,,
wals-chapter-143,143F-tpa,tpa,Totonac (Papantla),143F,Postverbal Negative Morphemes,None,,
wals-chapter-143,143F-wrm,wrm,Warembori,143F,Postverbal Negative Morphemes,VNeg,Donohue-1999b[ passim],
wals-chapter-143,143F-bvi,bvi,Bali-Vitu,143F,Postverbal Negative Morphemes,None,Ross-2002c[ 383],
wals-chapter-143,143F-bzi,bzi,Bauzi,143F,Postverbal Negative Morphemes,VNeg,Briley-1997[ passim],
wals-chapter-143,143F-chx,chx,Chontal (Huamelultec Oaxaca),143F,Postverbal Negative Morphemes,None,Waterhouse-1967[ 364],
wals-chapter-143,143F-drm,drm,Darma,143F,Postverbal Negative Morphemes,None,,
wals-chapter-143,143F-dim,dim,Dime,143F,Postverbal Negative Morphemes,[V-Neg],"Fleming-1990[ 546, 560-562]",
wals-chapter-143,143F-ene,ene,Enets,143F,Postverbal Negative Morphemes,None,Kunnap-1999a[ 27],
wals-chapter-143,143F-gap,gap,Gapapaiwa,143F,Postverbal Negative Morphemes,None,McGuckin-2002[ 316],
wals-chapter-143,143F-gbk,gbk,Gbaya Kara,143F,Postverbal Negative Morphemes,VNeg,Tucker-and-Bryan-1966[ 101],
wals-chapter-143,143F-gel,gel,Gela,143F,Postverbal Negative Morphemes,None,Crowley-2002a[ 535],
wals-chapter-143,143F-hil,hil,Hiligaynon,143F,Postverbal Negative Morphemes,None,Wolfenden-1975[ 24-25],
wals-chapter-143,143F-iau,iau,Iau,143F,Postverbal Negative Morphemes,VNeg,"Bateman-1986[ 46, passim]",
wals-chapter-143,143F-ken,ken,Kenga,143F,Postverbal Negative Morphemes,VNeg,Vandame-1968[ 61],
wals-chapter-143,143F-lmh,lmh,Lamaholot,143F,Postverbal Negative Morphemes,VNeg,Arndt-1937[ 99];Nishiyama-and-Kelen-2007[ 69],
wals-chapter-143,143F-mts,mts,Matis,143F,Postverbal Negative Morphemes,[V-Neg],Ferreira-2001[ 74],
wals-chapter-143,143F-mbi,mbi,Mbili,143F,Postverbal Negative Morphemes,None,Ayuninjam-1998[ 338],
wals-chapter-143,143F-mco,mco,Mixe (Coatlán),143F,Postverbal Negative Morphemes,None,"Van-Haitsma-and-Van-Haitsma-1976[ 55, 77]",
wals-chapter-143,143F-mov,mov,Movima,143F,Postverbal Negative Morphemes,None,Haude-2006[ 316],
wals-chapter-143,143F-nad,nad,Nadëb,143F,Postverbal Negative Morphemes,None,Weir-1994[ 294-298],
wals-chapter-143,143F-nag,nag,Nagatman,143F,Postverbal Negative Morphemes,VNeg,Campbell-and-Campbell-1987[ 73],
wals-chapter-143,143F-nsn,nsn,Nisenan,143F,Postverbal Negative Morphemes,[V-Neg],Eatough-1999[ 14],
wals-chapter-143,143F-nza,nza,Nzakara,143F,Postverbal Negative Morphemes,VNeg,Tucker-and-Bryan-1966[ 155],
wals-chapter-143,143F-oya,oya,Oriya,143F,Postverbal Negative Morphemes,[V-Neg],Ray-2003[ 471],
wals-chapter-143,143F-osa,osa,Osage,143F,Postverbal Negative Morphemes,VNeg,,
wals-chapter-143,143F-plg,plg,Palaung,143F,Postverbal Negative Morphemes,None,Milne-1921[ 109-110],
wals-chapter-143,143F-pre,pre,Pare,143F,Postverbal Negative Morphemes,None,Kotz-1964[ 7-8],
wals-chapter-143,143F-pat,pat,Patep,143F,Postverbal Negative Morphemes,VNeg,Lauck-1976[ passim],
wals-chapter-143,143F-rov,rov,Roviana,143F,Postverbal Negative Morphemes,None,Corston-Oliver-2002[ 493],
wals-chapter-143,143F-stl,stl,Santali,143F,Postverbal Negative Morphemes,None,Neukom-2001[ 148];Macphail-1953[ passim],
wals-chapter-143,143F-tny,tny,Tenyer,143F,Postverbal Negative Morphemes,None,Prost-1964h[ passim],
wals-chapter-143,143F-tgl,tgl,Tshangla,143F,Postverbal Negative Morphemes,VNeg&[V-Neg],Das-Gupta-1968[ 53];Andvik-2003[ 446],
wals-chapter-143,143F-tte,tte,Tutelo,143F,Postverbal Negative Morphemes,[V-Neg],Oliverio-1996[ 115],
wals-chapter-143,143F-tuy,tuy,Tuyuca,143F,Postverbal Negative Morphemes,[V-Neg],Barnes-1994[ 330],
wals-chapter-143,143F-udi,udi,Udi,143F,Postverbal Negative Morphemes,None,Schulze-1982[ 180-181],
wals-chapter-143,143F-usr,usr,Usarufa,143F,Postverbal Negative Morphemes,None,"Bee-1973[ 261, 269]",
wals-chapter-143,143F-amn,amn,Amanab,143F,Postverbal Negative Morphemes,[V-Neg],Minch-1992[ 147],
wals-chapter-143,143F-aml,aml,Ambae (Lolovoli Northeast),143F,Postverbal Negative Morphemes,VNeg,"Hyslop-2001[ 231, 259, passim]",
wals-chapter-143,143F-apw,apw,Apache (Western),143F,Postverbal Negative Morphemes,[V-Neg],Edgerton-1963[ 134-135],
wals-chapter-143,143F-ams,ams,Arabic (Modern Standard),143F,Postverbal Negative Morphemes,None,Cowan-1958[ passim],
wals-chapter-143,143F-awa,awa,Awa,143F,Postverbal Negative Morphemes,None,Loving-1973[ 81],
wals-chapter-143,143F-blt,blt,Balti,143F,Postverbal Negative Morphemes,VNeg,Read-1934[ 56],
wals-chapter-143,143F-bnn,bnn,Banoni,143F,Postverbal Negative Morphemes,None,"Lincoln-1976[ 126-127, 132, 134-135, 138]",
wals-chapter-143,143F-bsh,bsh,Bushoong,143F,Postverbal Negative Morphemes,None,Edmiston-1932[ 87],
wals-chapter-143,143F-can,can,Candoshi,143F,Postverbal Negative Morphemes,[V-Neg],Cox-1957[ passim],
wals-chapter-143,143F-cea,cea,Cree (Swampy),143F,Postverbal Negative Morphemes,None,Ellis-1975[ 1.1-118];Ellis-1983[ 29],
wals-chapter-143,143F-dom,dom,Domari,143F,Postverbal Negative Morphemes,[V-Neg],"Macalister-1914[ 27-28, 38, 183]",
wals-chapter-143,143F-gah,gah,Gahuku,143F,Postverbal Negative Morphemes,[V-Neg],Deibler-1976[ 8],
wals-chapter-143,143F-gug,gug,Gugada,143F,Postverbal Negative Morphemes,[V-Neg],Platt-1972[ 36];Peile-1971[ 49],
wals-chapter-143,143F-gku,gku,Gününa Küne,143F,Postverbal Negative Morphemes,None,Casamiquela-1983[ 79],
wals-chapter-143,143F-hya,hya,Haya,143F,Postverbal Negative Morphemes,None,Byarushengo-1977[ 11],
wals-chapter-143,143F-hid,hid,Hidatsa,143F,Postverbal Negative Morphemes,[V-Neg],Robinett-1955[ 168];Matthews-1965[ 157-158],
wals-chapter-143,143F-idn,idn,Iduna,143F,Postverbal Negative Morphemes,None,Huckett-1974[ 81],
wals-chapter-143,143F-ila,ila,Ila,143F,Postverbal Negative Morphemes,None,Smith-1907[ 164],
wals-chapter-143,143F-khr,khr,Kharia,143F,Postverbal Negative Morphemes,None,,
wals-chapter-143,143F-knn,knn,Kinnauri,143F,Postverbal Negative Morphemes,None,Sharma-1988[ 195],
wals-chapter-143,143F-kta,kta,Koita,143F,Postverbal Negative Morphemes,[V-Neg],"Dutton-1975[ 300, 326]",
wals-chapter-143,143F-kop,kop,Komi-Permyak,143F,Postverbal Negative Morphemes,None,Riese-1998[ 272];Lytkin-1966a[ 309],
wals-chapter-143,143F-kni,kni,Konni,143F,Postverbal Negative Morphemes,None,Cahill-1999[ 20],
wals-chapter-143,143F-lag,lag,Lagwan,143F,Postverbal Negative Morphemes,VNeg,Lukas-1936[ 47],
wals-chapter-143,143F-mmb,mmb,Mangap-Mbula,143F,Postverbal Negative Morphemes,VNeg,"Bugenhagen-1995[ 126, 131]",
wals-chapter-143,143F-mas,mas,Masa,143F,Postverbal Negative Morphemes,VNeg,Caitucoli-1986[ 48],
wals-chapter-143,143F-mea,mea,Meyah,143F,Postverbal Negative Morphemes,VNeg,Gravelle-2004[ 203];Gravelle-2002[ 168],
wals-chapter-143,143F-mga,mga,Mondunga,143F,Postverbal Negative Morphemes,[V-Neg],De-Boeck-1952[ 40-43],
wals-chapter-143,143F-mwe,mwe,Mwera,143F,Postverbal Negative Morphemes,None,Harries-1950[ 100],
wals-chapter-143,143F-noc,noc,Nocte,143F,Postverbal Negative Morphemes,[V-Neg],Das-Gupta-1971[ 16-19],
wals-chapter-143,143F-ork,ork,Orok,143F,Postverbal Negative Morphemes,None,Petrova-1968[ 185],
wals-chapter-143,143F-pwn,pwn,Pawnee,143F,Postverbal Negative Morphemes,None,Parks-1976[ 89],
wals-chapter-143,143F-pia,pia,Piaroa,143F,Postverbal Negative Morphemes,[V-Neg],Krute-1989[ 314-315],
wals-chapter-143,143F-qia,qia,Qiang,143F,Postverbal Negative Morphemes,None,LaPolla-2003b[ 214-215],
wals-chapter-143,143F-shp,shp,Sahaptin (Northern),143F,Postverbal Negative Morphemes,None,Jacobs-1929[ passim],
wals-chapter-143,143F-saw,saw,Sawu,143F,Postverbal Negative Morphemes,VNeg,Walker-1982[ 13],
wals-chapter-143,143F-tak,tak,Takia,143F,Postverbal Negative Morphemes,None,"Ross-2002h[ 235, 239]",
wals-chapter-143,143F-tnc,tnc,Tanacross,143F,Postverbal Negative Morphemes,[V-Neg],Holton-2000[ 231],
wals-chapter-143,143F-tob,tob,Toba,143F,Postverbal Negative Morphemes,None,Klein-1973[ passim];Klein-2001[ 37],
wals-chapter-143,143F-zar,zar,Zarma,143F,Postverbal Negative Morphemes,None,Westermann-1921b[ 199-200],
wals-chapter-143,143F-alk,alk,Arop-Lokep,143F,Postverbal Negative Morphemes,VNeg,DJernes-2002[ 265],
wals-chapter-143,143F-bgr,bgr,Bagiro,143F,Postverbal Negative Morphemes,VNeg,"Boyeldieu-2000[ 225, 227]",
wals-chapter-143,143F-baq,baq,Baure,143F,Postverbal Negative Morphemes,None,Baptista-and-Wallin-1967[ 36],
wals-chapter-143,143F-cde,cde,Carib (De'kwana),143F,Postverbal Negative Morphemes,[V-Neg],Hall-1988[ 156],
wals-chapter-143,143F-goe,goe,Goemai,143F,Postverbal Negative Morphemes,VNeg,Hellwig-2003[ 39],
wals-chapter-143,143F-hma,hma,Hmar,143F,Postverbal Negative Morphemes,VNeg,Dutta-Baruah-and-Bapui-1996[ 133],
wals-chapter-143,143F-kms,kms,Kamass,143F,Postverbal Negative Morphemes,None,Kunnap-1999b[ 25],
wals-chapter-143,143F-kar,kar,Kara (in Central African Republic),143F,Postverbal Negative Morphemes,VNeg,"Boyeldieu-1987[ 90];Santandrea-1970[ 127, 153, 159]",
wals-chapter-143,143F-klw,klw,Kiliwa,143F,Postverbal Negative Morphemes,VNeg,"Mixco-1971[ 168, 231-232]",
wals-chapter-143,143F-kla,kla,Klao,143F,Postverbal Negative Morphemes,None,"Rickard-1970[ 16, 21]",
wals-chapter-143,143F-kmo,kmo,Koiali (Mountain),143F,Postverbal Negative Morphemes,[V-Neg],"Garland-and-Garland-1975[ 422, 425]",
wals-chapter-143,143F-kun,kun,Kuna,143F,Postverbal Negative Morphemes,[V-Neg],Holmer-1952[ 123],
wals-chapter-143,143F-kxo,kxo,Kxoe,143F,Postverbal Negative Morphemes,VNeg,Kohler-1981[ 537],
wals-chapter-143,143F-laa,laa,Laal,143F,Postverbal Negative Morphemes,VNeg,Boyeldieu-1982[ 189-190],
wals-chapter-143,143F-lot,lot,Lotha,143F,Postverbal Negative Morphemes,None,"Acharya-1983[ passim, 158]",
wals-chapter-143,143F-mdm,mdm,Madimadi,143F,Postverbal Negative Morphemes,None,Hercus-1986a[ 133],
wals-chapter-143,143F-mbt,mbt,Mangbetu,143F,Postverbal Negative Morphemes,VNeg,Tucker-and-Bryan-1966[ 54],
wals-chapter-143,143F-mbr,mbr,Mbara,143F,Postverbal Negative Morphemes,VNeg,Tourneux-et-al-1986[ 190],
wals-chapter-143,143F-mxj,mxj,Mixtec (Jicaltepec),143F,Postverbal Negative Morphemes,None,"Bradley-1970[ 41, 43]",
wals-chapter-143,143F-ngn,ngn,Ngandi,143F,Postverbal Negative Morphemes,[V-Neg],Heath-1978[ 87],
wals-chapter-143,143F-oro,oro,Orokaiva,143F,Postverbal Negative Morphemes,[V-Neg],Healey-et-al-1969[ 53],
wals-chapter-143,143F-orw,orw,Oromo (Waata),143F,Postverbal Negative Morphemes,[V-Neg],Heine-1981[ 42],
wals-chapter-143,143F-sba,sba,Sáliba (in Colombia),143F,Postverbal Negative Morphemes,[V-Neg],"Suarez-1977[ 27, passim]",
wals-chapter-143,143F-sna,sna,Shina,143F,Postverbal Negative Morphemes,None,Bailey-1924[ passim],
wals-chapter-143,143F-tbl,tbl,Tabla,143F,Postverbal Negative Morphemes,VNeg&[V-Neg],Abisay-et-al-1983[ 13],
wals-chapter-143,143F-wak,wak,Wakhi,143F,Postverbal Negative Morphemes,None,"Lorimer-1958[ 196, 208]",
wals-chapter-143,143F-yok,yok,Yokuts (Yaudanchi),143F,Postverbal Negative Morphemes,None,Kroeber-1904[ 221],
wals-chapter-143,143F-aar,aar,Aari,143F,Postverbal Negative Morphemes,[V-Neg],Hayward-1990a[ 471-476],
wals-chapter-143,143F-bdm,bdm,Badimaya,143F,Postverbal Negative Morphemes,None,Dunn-1988[ 119],
wals-chapter-143,143F-bmb,bmb,Bimoba,143F,Postverbal Negative Morphemes,VNeg,"Jacobs-1970[ 99-101, 114, 128-129]",
wals-chapter-143,143F-bgo,bgo,Bongo,143F,Postverbal Negative Morphemes,VNeg,"Santandrea-1963[ 58, 68]",
wals-chapter-143,143F-bum,bum,Buma,143F,Postverbal Negative Morphemes,VNeg,Tryon-2002[ 583],
wals-chapter-143,143F-cai,cai,Chai,143F,Postverbal Negative Morphemes,VNeg,Last-and-Lucassen-1998[ 419],
wals-chapter-143,143F-eud,eud,Eudeve,143F,Postverbal Negative Morphemes,None,Shaul-1991[ 93],
wals-chapter-143,143F-gln,gln,Golin,143F,Postverbal Negative Morphemes,[V-Neg],Bunn-1974[ 22],
wals-chapter-143,143F-gul,gul,Gula (in Central African Republic),143F,Postverbal Negative Morphemes,VNeg,Nougayrol-1999[ 68],
wals-chapter-143,143F-irx,irx,Iranxe,143F,Postverbal Negative Morphemes,[V-Neg],Meader-1967[ 54],
wals-chapter-143,143F-kad,kad,Kadugli,143F,Postverbal Negative Morphemes,None,Matsushita-1986[ ??],
wals-chapter-143,143F-kau,kau,Kaulong,143F,Postverbal Negative Morphemes,VNeg,Ross-2002i[ 401],
wals-chapter-143,143F-kim,kim,Kimaghama,143F,Postverbal Negative Morphemes,VNeg,"Boelaars-1950[ 147, 35]",
wals-chapter-143,143F-koe,koe,Koegu,143F,Postverbal Negative Morphemes,[V-Neg],Hieda-1998[ 368],
wals-chapter-143,143F-kkt,kkt,Kokota,143F,Postverbal Negative Morphemes,None,Palmer-2002[ 519],
wals-chapter-143,143F-lar,lar,Laragia,143F,Postverbal Negative Morphemes,None,Capell-1984b[ passim],
wals-chapter-143,143F-lis,lis,Lisu,143F,Postverbal Negative Morphemes,None,Hope-1974[ 153];Bradley-2003[ 233],
wals-chapter-143,143F-mlu,mlu,Maleu,143F,Postverbal Negative Morphemes,VNeg,Haywood-1996[ 177],
wals-chapter-143,143F-mmn,mmn,Mamanwa,143F,Postverbal Negative Morphemes,None,"Miller-and-Miller-1976[ 77, 89]",
wals-chapter-143,143F-mru,mru,Maru,143F,Postverbal Negative Morphemes,None,Clerk-1911[ passim];Abbey-1899[ 21],
wals-chapter-143,143F-mno,mno,Mono (in United States),143F,Postverbal Negative Morphemes,None,Norris-1986[ 32],
wals-chapter-143,143F-mwo,mwo,Mwotlap,143F,Postverbal Negative Morphemes,[V-Neg],"Crowley-2002d[ 595, 597]",
wals-chapter-143,143F-ngo,ngo,Ngoni,143F,Postverbal Negative Morphemes,VNeg,Ngonyani-2003[ 86],
wals-chapter-143,143F-nha,nha,Nhanda,143F,Postverbal Negative Morphemes,None,Blevins-2001[ 127],
wals-chapter-143,143F-ptt,ptt,Pattani,143F,Postverbal Negative Morphemes,None,"Sharma-1982a[ 164, 183];Sharma-2000[ passim]",
wals-chapter-143,143F-prk,prk,Purki,143F,Postverbal Negative Morphemes,[V-Neg],Rangan-1979[ 94-98],
wals-chapter-143,143F-rit,rit,Ritharngu,143F,Postverbal Negative Morphemes,[V-Neg],Heath-1980a[ 101],
wals-chapter-143,143F-rwe,rwe,Romani (Welsh),143F,Postverbal Negative Morphemes,VNeg,"Sampson-1926[ 220-221, passim]",
wals-chapter-143,143F-rum,rum,Rumu,143F,Postverbal Negative Morphemes,[V-Neg],"Petterson-1999[ 14, passim]",
wals-chapter-143,143F-run,run,Runga,143F,Postverbal Negative Morphemes,[V-Neg],Nougayrol-1989[ 64],
wals-chapter-143,143F-srd,srd,Sardinian,143F,Postverbal Negative Morphemes,None,Jones-1988[ 341],
wals-chapter-143,143F-see,see,Seediq,143F,Postverbal Negative Morphemes,None,"Holmer-1996[ 58, 62-63]",
wals-chapter-143,143F-sor,sor,Sora,143F,Postverbal Negative Morphemes,None,Ramamurti-1931[ 27],
wals-chapter-143,143F-tlo,tlo,Tobelo,143F,Postverbal Negative Morphemes,[V-Neg],Holton-2003[ 46],
wals-chapter-143,143F-akh,akh,Akha,143F,Postverbal Negative Morphemes,None,Hansson-2003[ 245];Dellinger-1969[ 162-163],
wals-chapter-143,143F-ang,ang,Anggor,143F,Postverbal Negative Morphemes,[V-Neg],Litteral-1972[ 76],
wals-chapter-143,143F-arq,arq,Arabic (Iraqi),143F,Postverbal Negative Morphemes,None,Erwin-1963[ 328],
wals-chapter-143,143F-ass,ass,Assamese,143F,Postverbal Negative Morphemes,None,Goswami-and-Tamuli-2003[ 426],
wals-chapter-143,143F-cak,cak,Cakchiquel,143F,Postverbal Negative Morphemes,VNeg,"Garcia-Matzar-and-Rodriguez-Guajan-1997[ 226, Garcia Matzar]",
wals-chapter-143,143F-cya,cya,Chatino (Yaitepec),143F,Postverbal Negative Morphemes,None,Rasch-2002[ 236],
wals-chapter-143,143F-gon,gon,Gondi,143F,Postverbal Negative Morphemes,[V-Neg],Subrahmanyam-1968[ 53-54],
wals-chapter-143,143F-hlp,hlp,Hualapai,143F,Postverbal Negative Morphemes,VNeg,Watahomigie-et-al-1982[ 155-159],
wals-chapter-143,143F-hnd,hnd,Hunde,143F,Postverbal Negative Morphemes,None,Kahombo-1992[ 33],
wals-chapter-143,143F-hpd,hpd,Hup,143F,Postverbal Negative Morphemes,[V-Neg],"Epps-2008[ 725, 736]",
wals-chapter-143,143F-ktl,ktl,Katla,143F,Postverbal Negative Morphemes,VNeg,Tucker-and-Bryan-1966[ 268],
wals-chapter-143,143F-kwn,kwn,Kwangali,143F,Postverbal Negative Morphemes,None,Dammann-1957[ 66],
wals-chapter-143,143F-ldu,ldu,Lendu,143F,Postverbal Negative Morphemes,VNeg,Tucker-1967[ 411];Tucker-and-Bryan-1966[ 54],
wals-chapter-143,143F-let,let,Leti,143F,Postverbal Negative Morphemes,None,van-Engelenhoven-1995[ 213],
wals-chapter-143,143F-mae,mae,Mae,143F,Postverbal Negative Morphemes,None,Capell-1962a[ 26],
wals-chapter-143,143F-mot,mot,Motuna,143F,Postverbal Negative Morphemes,[V-Neg],"Onishi-1994[ 285, 299, 328]",
wals-chapter-143,143F-mrw,mrw,Muruwari,143F,Postverbal Negative Morphemes,None,Oates-1988[ 197];Trefry-1971[ 97],
wals-chapter-143,143F-nma,nma,Naga (Mao),143F,Postverbal Negative Morphemes,VNeg,"Giridhar-1994[ 376, 380ff]",
wals-chapter-143,143F-nhm,nhm,Nahuatl (Michoacán),143F,Postverbal Negative Morphemes,None,Sischo-1979[ 313],
wals-chapter-143,143F-nph,nph,Nar-Phu,143F,Postverbal Negative Morphemes,[V-Neg],"Noonan-2003a[ 345, 349]",
wals-chapter-143,143F-paa,paa,Pa'a,143F,Postverbal Negative Morphemes,VNeg,Skinner-1979[ 51],
