File,ID,Language_ID,Language_name,Parameter_ID,Parameter_name,Value,Source,Comment
wals-chapter-50,50A-wch,wch,Wichí,50A,Asymmetrical Case-Marking,No case-marking,"Tovar-1981[202-203, 225-226]",
wals-chapter-50,50A-yag,yag,Yagua,50A,Asymmetrical Case-Marking,Symmetrical,"Payne-and-Payne-1990[361-367, 369-371, 378-383]",
wals-chapter-50,50A-niv,niv,Nivkh,50A,Asymmetrical Case-Marking,Symmetrical,"Gruzdeva-1998[17-22, 25-28]",
wals-chapter-50,50A-apu,apu,Apurinã,50A,Asymmetrical Case-Marking,Symmetrical,Facundes-2000[391-396],
wals-chapter-50,50A-bma,bma,Berber (Middle Atlas),50A,Asymmetrical Case-Marking,Subtractive-quantitatively asymmetrical,"Penchoen-1973b[59-85, 88-93]",
wals-chapter-50,50A-wra,wra,Warao,50A,Asymmetrical Case-Marking,Additive-quantitatively asymmetrical,"Romero-Figueroa-1997[9-10, 45-47, 63-67, 72-74, 92]",
wals-chapter-50,50A-imo,imo,Imonda,50A,Asymmetrical Case-Marking,Symmetrical,"Seiler-1985[70-74, 139-143, 161-168]",
wals-chapter-50,50A-awp,awp,Awa Pit,50A,Asymmetrical Case-Marking,Subtractive-quantitatively asymmetrical,"Curnow-1997[72-74, 86-87, 94, 122-126, 134-144]",
wals-chapter-50,50A-kob,kob,Kobon,50A,Asymmetrical Case-Marking,Additive-quantitatively asymmetrical,"Davies-1981b[154, 159]",
wals-chapter-50,50A-lat,lat,Latvian,50A,Asymmetrical Case-Marking,Syncretism in relevant NP-types,"Mathiassen-1997[41-51, 58, 65-73, 165-182]",
wals-chapter-50,50A-mar,mar,Maricopa,50A,Asymmetrical Case-Marking,Symmetrical,"Gordon-1986[36-51, 55-60]",
wals-chapter-50,50A-ala,ala,Alamblak,50A,Asymmetrical Case-Marking,Symmetrical,"Bruce-1984[74, 115-117, 195-207]",
wals-chapter-50,50A-goo,goo,Gooniyandi,50A,Asymmetrical Case-Marking,Additive-quantitatively asymmetrical,"McGregor-1990[170-188, 276-284]",
wals-chapter-50,50A-kut,kut,Kutenai,50A,Asymmetrical Case-Marking,No case-marking,"Boas-1927[14, 25, 93-96]",
wals-chapter-50,50A-mxc,mxc,Mixtec (Chalcatongo),50A,Asymmetrical Case-Marking,No case-marking,Macaulay-1996[passim],
wals-chapter-50,50A-lav,lav,Lavukaleve,50A,Asymmetrical Case-Marking,No case-marking,Terrill-1999[147-152],
wals-chapter-50,50A-rap,rap,Rapanui,50A,Asymmetrical Case-Marking,No case-marking,"Du-Feu-1996[11, 113-135, 140-145]",
wals-chapter-50,50A-ain,ain,Ainu,50A,Asymmetrical Case-Marking,Symmetrical,Refsing-1986[164-170];Tamura-2000[129-135],
wals-chapter-50,50A-jak,jak,Jakaltek,50A,Asymmetrical Case-Marking,No case-marking,Craig-1977[101-111];Day-1973[29-37],
wals-chapter-50,50A-lkt,lkt,Lakhota,50A,Asymmetrical Case-Marking,No case-marking,"Buechel-1939[118, 186-190];Boas-and-Deloria-1941[143-144]",
wals-chapter-50,50A-mrt,mrt,Martuthunira,50A,Asymmetrical Case-Marking,Syncretism in relevant NP-types,"Dench-1995[59-60, 63-94, 100-103, 107-112]",
wals-chapter-50,50A-prh,prh,Pirahã,50A,Asymmetrical Case-Marking,Symmetrical,"Everett-1986[205-208, 271, 286-288]",
wals-chapter-50,50A-war,war,Wari',50A,Asymmetrical Case-Marking,No case-marking,"Everett-and-Kern-1997[329-337, 347]",
wals-chapter-50,50A-gua,gua,Guaraní,50A,Asymmetrical Case-Marking,No case-marking,"Gregores-and-Suarez-1967[109, 141, 143, 155-157]",
wals-chapter-50,50A-kho,kho,Khoekhoe,50A,Asymmetrical Case-Marking,Symmetrical,"Hagman-1977[36-37, 41-45, 56-59, 75-76, 99-103, 105, 109, 139-140, 145]",
wals-chapter-50,50A-mei,mei,Meithei,50A,Asymmetrical Case-Marking,Symmetrical,"Chelliah-1997[107-129];Bhat-and-Ningomba-1997[52-56, 98-149]",
wals-chapter-50,50A-ngi,ngi,Ngiyambaa,50A,Asymmetrical Case-Marking,Qualitatively asymmetrical,"Donaldson-1980[81-99, 120-127, 135-137]",
wals-chapter-50,50A-brm,brm,Burmese,50A,Asymmetrical Case-Marking,Symmetrical,"Okell-1969[56-59, 119-121, 124-134, 177-178, 249-250, 255-256, 259-260, 268-269, 282-284, 315-320, 323-327, 359-360, 364-367, 439-440, 462]",
wals-chapter-50,50A-kro,kro,Krongo,50A,Asymmetrical Case-Marking,Syncretism in relevant NP-types,"Reh-1985[144-155, 166, 168-169]",
wals-chapter-50,50A-myi,myi,Mangarrayi,50A,Asymmetrical Case-Marking,Qualitatively asymmetrical,"Merlan-1982[55-59, 100-102]",
wals-chapter-50,50A-tiw,tiw,Tiwi,50A,Asymmetrical Case-Marking,No case-marking,"Osborne-1974[51, 76]",
wals-chapter-50,50A-knr,knr,Kanuri,50A,Asymmetrical Case-Marking,Subtractive-quantitatively asymmetrical,"Cyffer-1998[32, 47, 50, 52, 70-71];Hutchison-1976[4-28]",
wals-chapter-50,50A-kay,kay,Kayardild,50A,Asymmetrical Case-Marking,Symmetrical,"Evans-1995[101-121, 123-183, 201-206, 398-423]",
wals-chapter-50,50A-map,map,Mapudungun,50A,Asymmetrical Case-Marking,Symmetrical,"Smeets-1989[76-83, 129-131, 134]",
wals-chapter-50,50A-yor,yor,Yoruba,50A,Asymmetrical Case-Marking,No case-marking,"Awobuluyi-1978[12, 22-25, 39]",
wals-chapter-50,50A-yko,yko,Yukaghir (Kolyma),50A,Asymmetrical Case-Marking,Additive-quantitatively asymmetrical,"Maslova-1999[91-92, 110-149, 284-293]",
wals-chapter-50,50A-may,may,Maybrat,50A,Asymmetrical Case-Marking,Symmetrical,"Dol-1999[68-73, 149-154]",
wals-chapter-50,50A-tuk,tuk,Tukang Besi,50A,Asymmetrical Case-Marking,No case-marking,"Donohue-1999a[56-58, 63-67, 111-112, 320-332, 338-341]",
wals-chapter-50,50A-bur,bur,Burushaski,50A,Asymmetrical Case-Marking,Additive-quantitatively asymmetrical,"Berger-1998[58-77, 79-80]",
wals-chapter-50,50A-cha,cha,Chamorro,50A,Asymmetrical Case-Marking,No case-marking,"Topping-1973[106-111, 130-136, 203-207, 243-254]",
wals-chapter-50,50A-chk,chk,Chukchi,50A,Asymmetrical Case-Marking,Subtractive-quantitatively asymmetrical,Dunn-1999[97-117],
wals-chapter-50,50A-fij,fij,Fijian,50A,Asymmetrical Case-Marking,No case-marking,"Dixon-1988[53-57, 68-69]",
wals-chapter-50,50A-heb,heb,Hebrew (Modern),50A,Asymmetrical Case-Marking,No case-marking,Glinert-1989[passim],
wals-chapter-50,50A-lan,lan,Lango,50A,Asymmetrical Case-Marking,No case-marking,Noonan-1992[passim],
wals-chapter-50,50A-orh,orh,Oromo (Harar),50A,Asymmetrical Case-Marking,Subtractive-quantitatively asymmetrical,Owens-1985[98-121],
wals-chapter-50,50A-tha,tha,Thai,50A,Asymmetrical Case-Marking,No case-marking,Campbell-2000[1631-1640],
wals-chapter-50,50A-yaq,yaq,Yaqui,50A,Asymmetrical Case-Marking,Symmetrical,"Dedrick-and-Casad-1999[129-136, 165-168, 173-207, 241-247]",
wals-chapter-50,50A-zul,zul,Zulu,50A,Asymmetrical Case-Marking,No case-marking,Poulos-and-Msimang-1998[404-409],
wals-chapter-50,50A-sla,sla,Slave,50A,Asymmetrical Case-Marking,No case-marking,Rice-1989[275-317],
wals-chapter-50,50A-aeg,aeg,Arabic (Egyptian),50A,Asymmetrical Case-Marking,No case-marking,Gary-and-Gamal-Eldin-1982[passim],
wals-chapter-50,50A-grw,grw,Greenlandic (West),50A,Asymmetrical Case-Marking,Syncretism in relevant NP-types,"Fortescue-1984[205-209, 253, 257-264]",
wals-chapter-50,50A-hix,hix,Hixkaryana,50A,Asymmetrical Case-Marking,No case-marking,"Derbyshire-1979[85, 126]",
wals-chapter-50,50A-swa,swa,Swahili,50A,Asymmetrical Case-Marking,No case-marking,"Ashton-1947[18, 158-162];Blake-1994[17-18];Vitale-1981[13-14, 48-50]",
wals-chapter-50,50A-vie,vie,Vietnamese,50A,Asymmetrical Case-Marking,No case-marking,Nguyen-1997[passim],
wals-chapter-50,50A-ckr,ckr,Canela-Krahô,50A,Asymmetrical Case-Marking,No case-marking,"Popjes-and-Popjes-1986[128-136, 167-170, 175-179]",
wals-chapter-50,50A-tag,tag,Tagalog,50A,Asymmetrical Case-Marking,Additive-quantitatively asymmetrical,"Schachter-and-Otanes-1972[59-85, 88-93]",
wals-chapter-50,50A-geo,geo,Georgian,50A,Asymmetrical Case-Marking,Subtractive-quantitatively asymmetrical,"Fahnrich-1987[47-62, 142-145, 149-151]",
wals-chapter-50,50A-knd,knd,Kannada,50A,Asymmetrical Case-Marking,Symmetrical,"Sridhar-1990[156-158, 209]",
wals-chapter-50,50A-kha,kha,Khalkha,50A,Asymmetrical Case-Marking,Symmetrical,Poppe-1951[57-73],
wals-chapter-50,50A-mal,mal,Malagasy,50A,Asymmetrical Case-Marking,Additive-quantitatively asymmetrical,"Dez-1980b[36-40, 84, 97-98]",
wals-chapter-50,50A-sup,sup,Supyire,50A,Asymmetrical Case-Marking,Symmetrical,"Carlson-1994[151-154, 178-181, 274-278]",
wals-chapter-50,50A-hau,hau,Hausa,50A,Asymmetrical Case-Marking,No case-marking,Wolff-1993[91-117],
wals-chapter-50,50A-mao,mao,Maori,50A,Asymmetrical Case-Marking,No case-marking,"Bauer-1993[209-215, 260-261, 375-379]",
wals-chapter-50,50A-bsq,bsq,Basque,50A,Asymmetrical Case-Marking,Syncretism in relevant NP-types,"Saltarelli-et-al-1988[146-197, 211-217, 251-252, 300-301];Lafitte-1962[54-63, 89-90]",
wals-chapter-50,50A-abk,abk,Abkhaz,50A,Asymmetrical Case-Marking,Symmetrical,"Hewitt-1979[101, 161]",
wals-chapter-50,50A-eve,eve,Evenki,50A,Asymmetrical Case-Marking,Symmetrical,"Nedjalkov-1997[142, 147-180, 200-217]",
wals-chapter-50,50A-kor,kor,Korean,50A,Asymmetrical Case-Marking,Symmetrical,"Sohn-1999[326-345];Chang-1996[55-57];Lee-and-Ramsey-2000[143-160, 171]",
wals-chapter-50,50A-prs,prs,Persian,50A,Asymmetrical Case-Marking,Symmetrical,"Mahootian-1997[66-70, 198-201, 213-214]",
wals-chapter-50,50A-ame,ame,Amele,50A,Asymmetrical Case-Marking,No case-marking,Roberts-1987[160-161],
wals-chapter-50,50A-ger,ger,German,50A,Asymmetrical Case-Marking,Syncretism in relevant NP-types,"Duden-1998[220-229, 237-239, 281-286, 311-313, 329-333, 338-349]",
wals-chapter-50,50A-grk,grk,Greek (Modern),50A,Asymmetrical Case-Marking,Syncretism in relevant NP-types,"Holton-et-al-1997[48-86, 95-107]",
wals-chapter-50,50A-lez,lez,Lezgian,50A,Asymmetrical Case-Marking,Syncretism in relevant NP-types,"Haspelmath-1993[74-80, 83-104, 184-190]",
wals-chapter-50,50A-jpn,jpn,Japanese,50A,Asymmetrical Case-Marking,Symmetrical,"Hinds-1986[191-222];Kaiser-et-al-2001[110-115, 134-137, 144-152, 199-203, 225-232, 297-305, 321-328, 353-356, 363, 526-527, 611-613]",
wals-chapter-50,50A-mnd,mnd,Mandarin,50A,Asymmetrical Case-Marking,No case-marking,Li-and-Thompson-1981[passim],
wals-chapter-50,50A-hun,hun,Hungarian,50A,Asymmetrical Case-Marking,Symmetrical,"Tompa-1968[61-62, 77-79, 176-177, 188-210]",
wals-chapter-50,50A-ind,ind,Indonesian,50A,Asymmetrical Case-Marking,No case-marking,Sneddon-1996[passim],
wals-chapter-50,50A-fin,fin,Finnish,50A,Asymmetrical Case-Marking,Additive-quantitatively asymmetrical,"Karlsson-1999[63-66, 76-128, 136-151]",
wals-chapter-50,50A-rus,rus,Russian,50A,Asymmetrical Case-Marking,Syncretism in relevant NP-types,"Wade-1992[53-58, 65-71, 73-78, 85-110, 117-118, 123-127, 134-139, 154-164]",
wals-chapter-50,50A-spa,spa,Spanish,50A,Asymmetrical Case-Marking,Additive-quantitatively asymmetrical,"Butt-and-Benjamin-2000[127-128, 132-136, 149-154]",
wals-chapter-50,50A-tur,tur,Turkish,50A,Asymmetrical Case-Marking,Symmetrical,"Kornfilt-1997[212-215, 281, 301-302, 311-313, 316-317]",
wals-chapter-50,50A-fre,fre,French,50A,Asymmetrical Case-Marking,No case-marking,"Judge-and-Healey-1985[55-68, 340-344, 421-423]",
wals-chapter-50,50A-eng,eng,English,50A,Asymmetrical Case-Marking,Additive-quantitatively asymmetrical,"Quirk-et-al-1985[318-331, 336-339, 361-371]",
wals-chapter-50,50A-ndy,ndy,Ndyuka,50A,Asymmetrical Case-Marking,No case-marking,Huttar-and-Huttar-1994[passim],
wals-chapter-139,139A-ipk,ipk,Indo-Pakistani Sign Language (Karachi dialect),139A,Irregular Negatives in Sign Languages,None,,
wals-chapter-139,139A-isl,isl,International Sign,139A,Irregular Negatives in Sign Languages,Some (2-5),Webb-and-Supalla-1994[177],
wals-chapter-139,139A-ada,ada,Adamorobe Sign Language,139A,Irregular Negatives in Sign Languages,Some (2-5),,
wals-chapter-139,139A-asl,asl,American Sign Language,139A,Irregular Negatives in Sign Languages,Many (more than 5),Baker-Shenk-and-Cokely-1996[152];Deuchar-1987[37],
wals-chapter-139,139A-aus,aus,Auslan,139A,Irregular Negatives in Sign Languages,Many (more than 5),,
wals-chapter-139,139A-bsl,bsl,British Sign Language,139A,Irregular Negatives in Sign Languages,Many (more than 5),Deuchar-1987[37];Sutton-Spence-and-Woll-1999[passim],
wals-chapter-139,139A-csl,csl,Chinese Sign Language,139A,Irregular Negatives in Sign Languages,Many (more than 5),Yang-and-Fischer-2002[passim],
wals-chapter-139,139A-fsl,fsl,Finnish Sign Language,139A,Irregular Negatives in Sign Languages,Many (more than 5),Savolainen-2003,
wals-chapter-139,139A-gsl,gsl,Greek Sign Language,139A,Irregular Negatives in Sign Languages,Many (more than 5),,
wals-chapter-139,139A-hks,hks,Hong Kong Sign Language,139A,Irregular Negatives in Sign Languages,Many (more than 5),Tang-2003,
wals-chapter-139,139A-ics,ics,Icelandic Sign Language,139A,Irregular Negatives in Sign Languages,Some (2-5),,
wals-chapter-139,139A-ipi,ipi,Indo-Pakistani Sign Language (Indian dialects),139A,Irregular Negatives in Sign Languages,One,,
wals-chapter-139,139A-irs,irs,Irish Sign Language,139A,Irregular Negatives in Sign Languages,Some (2-5),,
wals-chapter-139,139A-iss,iss,Israeli Sign Language,139A,Irregular Negatives in Sign Languages,Many (more than 5),Meir-2003,
wals-chapter-139,139A-kkl,kkl,Kata Kolok,139A,Irregular Negatives in Sign Languages,One,,
wals-chapter-139,139A-lsf,lsf,Langue des Signes Française,139A,Irregular Negatives in Sign Languages,Many (more than 5),Moody-et-al-1986[passim],
wals-chapter-139,139A-lsq,lsq,Langue des Signes Québecoise,139A,Irregular Negatives in Sign Languages,Many (more than 5),Berthiaume-and-Rinfret-2000[6f],
wals-chapter-139,139A-lsa,lsa,Lengua de Señas Argentina,139A,Irregular Negatives in Sign Languages,Many (more than 5),Veinberg-1993[103],
wals-chapter-139,139A-lse,lse,Lengua de Señas Española,139A,Irregular Negatives in Sign Languages,One,,
wals-chapter-139,139A-lsb,lsb,Língua de Sinais Brasileira,139A,Irregular Negatives in Sign Languages,Many (more than 5),,
wals-chapter-139,139A-lii,lii,Lingua Italiana dei Segni,139A,Irregular Negatives in Sign Languages,Some (2-5),Radutzky-et-al-1992[passim],
wals-chapter-139,139A-lgh,lgh,Lughat al-Isharat al-Lubnaniya,139A,Irregular Negatives in Sign Languages,Some (2-5),,
wals-chapter-139,139A-ned,ned,Nederlandse Gebarentaal,139A,Irregular Negatives in Sign Languages,Some (2-5),,
wals-chapter-139,139A-nzs,nzs,New Zealand Sign Language,139A,Irregular Negatives in Sign Languages,Many (more than 5),McKee-2003,
wals-chapter-139,139A-nih,nih,Nihon Shuwa (Japanese Sign Language),139A,Irregular Negatives in Sign Languages,Many (more than 5),Morgan-2003,
wals-chapter-139,139A-rsl,rsl,Russian Sign Language,139A,Irregular Negatives in Sign Languages,Many (more than 5),Grenoble-1992[331ff],
wals-chapter-139,139A-ssl,ssl,South Korean Sign Language,139A,Irregular Negatives in Sign Languages,Many (more than 5),,
wals-chapter-139,139A-svt,svt,Svenska Teckenspråket,139A,Irregular Negatives in Sign Languages,Many (more than 5),Bergman-1995[89ff],
wals-chapter-139,139A-tzi,tzi,Taiwanese Sign Language (Ziran Shouyu),139A,Irregular Negatives in Sign Languages,Many (more than 5),,
wals-chapter-139,139A-tsl,tsl,Tanzania Sign Language,139A,Irregular Negatives in Sign Languages,Some (2-5),,
wals-chapter-139,139A-ths,ths,Thai Sign Language,139A,Irregular Negatives in Sign Languages,Some (2-5),Suwanarat-and-Reilly-1986[passim],
wals-chapter-139,139A-tui,tui,Türk Isaret Dili,139A,Irregular Negatives in Sign Languages,Some (2-5),,
wals-chapter-139,139A-ugs,ugs,Ugandan Sign Language,139A,Irregular Negatives in Sign Languages,Many (more than 5),,
wals-chapter-139,139A-vla,vla,Vlaamse Gebarentaal,139A,Irregular Negatives in Sign Languages,Many (more than 5),,
wals-chapter-139,139A-dge,dge,Deutsche Gebärdensprache,139A,Irregular Negatives in Sign Languages,Many (more than 5),,
wals-chapter-19,19A-kgi,kgi,Konyagi,19A,Presence of Uncommon Consonants,None,Santos-1977,
wals-chapter-19,19A-cve,cve,Chuave,19A,Presence of Uncommon Consonants,None,Thurman-1970,
wals-chapter-19,19A-nbk,nbk,Natügu,19A,Presence of Uncommon Consonants,None,Wurm-1972b,
wals-chapter-19,19A-ach,ach,Aché,19A,Presence of Uncommon Consonants,None,Susnik-1974,
wals-chapter-19,19A-aiz,aiz,Aizi,19A,Presence of Uncommon Consonants,Labial-velars,Herault-1971,
wals-chapter-19,19A-brb,brb,Bariba,19A,Presence of Uncommon Consonants,Labial-velars,Welmers-1952a,
wals-chapter-19,19A-koh,koh,Kohumono,19A,Presence of Uncommon Consonants,Labial-velars,Cook-1969b,
wals-chapter-19,19A-mrn,mrn,Maranao,19A,Presence of Uncommon Consonants,None,McKaughan-1958;McKaughan-and-Macaraya-1967,
wals-chapter-19,19A-mxm,mxm,Mixtec (Molinos),19A,Presence of Uncommon Consonants,'Th' sounds,Hunter-and-Pike-1969,
wals-chapter-19,19A-sab,sab,Sa'ban,19A,Presence of Uncommon Consonants,None,Clayre-1973,
wals-chapter-19,19A-tks,tks,Teke (Southern),19A,Presence of Uncommon Consonants,None,Paulian-1975,
wals-chapter-19,19A-wdo,wdo,Western Desert (Ooldea),19A,Presence of Uncommon Consonants,None,Douglas-1955;Douglas-1964,
wals-chapter-19,19A-wuc,wuc,Wu (Changzhou),19A,Presence of Uncommon Consonants,None,Chao-1970,
wals-chapter-19,19A-ald,ald,Alladian,19A,Presence of Uncommon Consonants,Labial-velars,Dumestre-and-Duponchel-1971;Duponchel-1971,
wals-chapter-19,19A-bki,bki,Bakairí,19A,Presence of Uncommon Consonants,None,Wheatley-1969;Wheatley-1973,
wals-chapter-19,19A-brd,brd,Bardi,19A,Presence of Uncommon Consonants,None,Metcalfe-1971,
wals-chapter-19,19A-bee,bee,Beembe,19A,Presence of Uncommon Consonants,None,Jacquot-1962;Jacquot-1981,
wals-chapter-19,19A-bbf,bbf,Bobo Madaré (Northern),19A,Presence of Uncommon Consonants,Labial-velars,Morse-1976;Bris-and-Prost-1981,
wals-chapter-19,19A-brw,brw,Bru (Western),19A,Presence of Uncommon Consonants,None,Thongkum-1979,
wals-chapter-19,19A-cad,cad,Caddo,19A,Presence of Uncommon Consonants,None,Chafe-1976;Chafe-1979,
wals-chapter-19,19A-dad,dad,Dadibi,19A,Presence of Uncommon Consonants,None,MacDonald-1973,
wals-chapter-19,19A-ddf,ddf,Daju (Dar Fur),19A,Presence of Uncommon Consonants,None,Thelwall-1981;Tucker-and-Bryan-1966,
wals-chapter-19,19A-dnw,dnw,Dangaléat (Western),19A,Presence of Uncommon Consonants,None,Fedry-1977,
wals-chapter-19,19A-dar,dar,Darai,19A,Presence of Uncommon Consonants,None,Kotapish-and-Kotapish-1973;Kotapish-and-Kotapish-1975,
wals-chapter-19,19A-det,det,Deti,19A,Presence of Uncommon Consonants,Clicks,Vossen-1997,
wals-chapter-19,19A-dts,dts,Toro So,19A,Presence of Uncommon Consonants,'Th' sounds,Bendor-Samuel-et-al-1989;Plungian-1995,
wals-chapter-19,19A-fuz,fuz,Fuzhou,19A,Presence of Uncommon Consonants,None,Chan-1985;Chen-and-Norman-1965;Hanyu-1960;Norman-1988,
wals-chapter-19,19A-gla,gla,Gelao,19A,Presence of Uncommon Consonants,None,He-1981;He-1983,
wals-chapter-19,19A-had,had,Hadza,19A,Presence of Uncommon Consonants,Clicks,Sands-et-al-1996;Tucker-et-al-1977,
wals-chapter-19,19A-hba,hba,Hebrew (Modern Ashkenazic),19A,Presence of Uncommon Consonants,None,Bolozky-1978;Bolozky-1997,
wals-chapter-19,19A-ird,ird,Irish (Donegal),19A,Presence of Uncommon Consonants,None,Ni-Chasaide-1999;O-Dochartaigh-1992,
wals-chapter-19,19A-iso,iso,Isoko,19A,Presence of Uncommon Consonants,Labial-velars,Donwa-1982,
wals-chapter-19,19A-ivs,ivs,Ivatan (Southern),19A,Presence of Uncommon Consonants,None,Cottle-and-Cottle-1958;Heye-and-Hidalgo-1967;Hidalgo-and-Hidalgo-1971,
wals-chapter-19,19A-jpr,jpr,Japreria,19A,Presence of Uncommon Consonants,None,Durbin-and-Seijas-1972,
wals-chapter-19,19A-jom,jom,Jomang,19A,Presence of Uncommon Consonants,None,Schadeberg-1981a,
wals-chapter-19,19A-kzh,kzh,Kam (Zhanglu),19A,Presence of Uncommon Consonants,None,Zheng-and-Quan-1988,
wals-chapter-19,19A-ked,ked,Kedang,19A,Presence of Uncommon Consonants,None,Korner-1985;Samely-1991,
wals-chapter-19,19A-kss,kss,Kisi (Southern),19A,Presence of Uncommon Consonants,Labial-velars,Childs-1995,
wals-chapter-19,19A-kpa,kpa,Kpan,19A,Presence of Uncommon Consonants,Labial-velars,Shimizu-1971,
wals-chapter-19,19A-lkk,lkk,Lakkia,19A,Presence of Uncommon Consonants,'Th' sounds,Haudricourt-1967;Solnit-1988,
wals-chapter-19,19A-lam,lam,Lamé,19A,Presence of Uncommon Consonants,None,Sachnine-1982,
wals-chapter-19,19A-lua,lua,Lua,19A,Presence of Uncommon Consonants,None,Boyeldieu-1985,
wals-chapter-19,19A-mya,mya,Ma'ya,19A,Presence of Uncommon Consonants,None,Remijsen-2001;van-der-Leeden-1993,
wals-chapter-19,19A-nkt,nkt,Nyah Kur (Tha Pong),19A,Presence of Uncommon Consonants,None,Thongkum-1982;Thongkum-1984;Diffloth-1984,
wals-chapter-19,19A-nyg,nyg,Nyangi,19A,Presence of Uncommon Consonants,None,Heine-1975a,
wals-chapter-19,19A-ogb,ogb,Ogbia,19A,Presence of Uncommon Consonants,Labial-velars,Williamson-1970;Williamson-1972,
wals-chapter-19,19A-puk,puk,Parauk,19A,Presence of Uncommon Consonants,None,Qiu-et-al-1980;Maddieson-and-Ladefoged-1985;Diffloth-1980,
wals-chapter-19,19A-phl,phl,Phlong,19A,Presence of Uncommon Consonants,None,Cooke-et-al-1976,
wals-chapter-19,19A-poa,poa,Po-Ai,19A,Presence of Uncommon Consonants,None,,
wals-chapter-19,19A-rsc,rsc,Romansch (Scharans),19A,Presence of Uncommon Consonants,None,Soler-and-Ebneter-1988,
wals-chapter-19,19A-rtk,rtk,Rotokas,19A,Presence of Uncommon Consonants,'Th' sounds,Firchow-and-Firchow-1969;Firchow-et-al-1973,
wals-chapter-19,19A-scs,scs,Saami (Central-South),19A,Presence of Uncommon Consonants,None,Kert-1971;Hasselbrink-1965,
wals-chapter-19,19A-svs,svs,Savosavo,19A,Presence of Uncommon Consonants,None,Todd-1975,
wals-chapter-19,19A-sui,sui,Sui,19A,Presence of Uncommon Consonants,None,Li-1948,
wals-chapter-19,19A-tmp,tmp,Tampulma,19A,Presence of Uncommon Consonants,Labial-velars,Bergman-et-al-1969,
wals-chapter-19,19A-tok,tok,Tarok,19A,Presence of Uncommon Consonants,Labial-velars,Robinson-1976,
wals-chapter-19,19A-tza,tza,Tzeltal (Aguacatenango),19A,Presence of Uncommon Consonants,None,Kaufman-1971,
wals-chapter-19,19A-umb,umb,UMbundu,19A,Presence of Uncommon Consonants,None,Schadeberg-1982;Schadeberg-1990,
wals-chapter-19,19A-wnt,wnt,Wantoat,19A,Presence of Uncommon Consonants,None,Davis-1969,
wals-chapter-19,19A-wps,wps,Wapishana,19A,Presence of Uncommon Consonants,None,Tracy-1972,
wals-chapter-19,19A-xia,xia,Xiamen,19A,Presence of Uncommon Consonants,None,Hanyu-1960;Ramsey-1987;Norman-1988,
wals-chapter-19,19A-aik,aik,Aikaná,19A,Presence of Uncommon Consonants,None,Hanke-1956;Aikhenvald-and-Dixon-1999[362-363],
